"사망원인별","연령별","항목","단위","2016 년",
"- 고혈압성 질환","60","사망확률(남자)[%]","%","1.75241",
"- 고혈압성 질환","60","증가기대여명(남자)[년]","년",".17075",
"- 고혈압성 질환","60","사망확률(여자)[%]","%","3.92812",
"- 고혈압성 질환","60","증가기대여명(여자)[년]","년",".31071",
"- 고혈압성 질환","65","사망확률(전체)[%]","%","3.07261",
"- 고혈압성 질환","65","증가기대여명(전체)[년]","년",".25468",
"- 고혈압성 질환","65","사망확률(남자)[%]","%","1.80462",
"- 고혈압성 질환","65","증가기대여명(남자)[년]","년",".1724",
"- 고혈압성 질환","65","사망확률(여자)[%]","%","3.9844",
"- 고혈압성 질환","65","증가기대여명(여자)[년]","년",".31371",
"- 고혈압성 질환","70","사망확률(전체)[%]","%","3.18226",
"- 고혈압성 질환","70","증가기대여명(전체)[년]","년",".25948",
"- 고혈압성 질환","70","사망확률(남자)[%]","%","1.88176",
"- 고혈압성 질환","70","증가기대여명(남자)[년]","년",".17515",
"- 고혈압성 질환","70","사망확률(여자)[%]","%","4.06722",
"- 고혈압성 질환","70","증가기대여명(여자)[년]","년",".31711",
"- 고혈압성 질환","75","사망확률(전체)[%]","%","3.36675",
"- 고혈압성 질환","75","증가기대여명(전체)[년]","년",".2677",
"- 고혈압성 질환","75","사망확률(남자)[%]","%","2.00285",
"- 고혈압성 질환","75","증가기대여명(남자)[년]","년",".17998",
"- 고혈압성 질환","75","사망확률(여자)[%]","%","4.21575",
"- 고혈압성 질환","75","증가기대여명(여자)[년]","년",".32298",
"- 고혈압성 질환","80","사망확률(전체)[%]","%","3.64799",
"- 고혈압성 질환","80","증가기대여명(전체)[년]","년",".27549",
"- 고혈압성 질환","80","사망확률(남자)[%]","%","2.18557",
"- 고혈압성 질환","80","증가기대여명(남자)[년]","년",".1851",
"- 고혈압성 질환","80","사망확률(여자)[%]","%","4.42758",
"- 고혈압성 질환","80","증가기대여명(여자)[년]","년",".32437",
"- 고혈압성 질환","85","사망확률(전체)[%]","%","4.07549",
"- 고혈압성 질환","85","증가기대여명(전체)[년]","년",".27851",
"- 고혈압성 질환","85","사망확률(남자)[%]","%","2.50467",
"- 고혈압성 질환","85","증가기대여명(남자)[년]","년",".18755",
"- 고혈압성 질환","85","사망확률(여자)[%]","%","4.74109",
"- 고혈압성 질환","85","증가기대여명(여자)[년]","년",".31823",
"- 고혈압성 질환","90+","사망확률(전체)[%]","%","4.43793",
"- 고혈압성 질환","90+","증가기대여명(전체)[년]","년",".21454",
"- 고혈압성 질환","90+","사망확률(남자)[%]","%","2.87176",
"- 고혈압성 질환","90+","증가기대여명(남자)[년]","년",".12129",
"- 고혈압성 질환","90+","사망확률(여자)[%]","%","4.98372",
"- 고혈압성 질환","90+","증가기대여명(여자)[년]","년",".25592",
"- 심장 질환","0","사망확률(전체)[%]","%","11.75724",
"- 심장 질환","0","증가기대여명(전체)[년]","년","1.46168",
"- 심장 질환","0","사망확률(남자)[%]","%","10.11703",
"- 심장 질환","0","증가기대여명(남자)[년]","년","1.49759",
"- 심장 질환","0","사망확률(여자)[%]","%","13.03448",
"- 심장 질환","0","증가기대여명(여자)[년]","년","1.36686",
"- 심장 질환","1","사망확률(전체)[%]","%","11.78545",
"- 심장 질환","1","증가기대여명(전체)[년]","년","1.4617",
"- 심장 질환","1","사망확률(남자)[%]","%","10.14367",
"- 심장 질환","1","증가기대여명(남자)[년]","년","1.4987",
"- 심장 질환","1","사망확률(여자)[%]","%","13.06233",
"- 심장 질환","1","증가기대여명(여자)[년]","년","1.36558",
"- 심장 질환","5","사망확률(전체)[%]","%","11.79129",
"- 심장 질환","5","증가기대여명(전체)[년]","년","1.46138",
"- 심장 질환","5","사망확률(남자)[%]","%","10.14932",
"- 심장 질환","5","증가기대여명(남자)[년]","년","1.49843",
"- 심장 질환","5","사망확률(여자)[%]","%","13.06794",
"- 심장 질환","5","증가기대여명(여자)[년]","년","1.36527",
"- 심장 질환","10","사망확률(전체)[%]","%","11.79411",
"- 심장 질환","10","증가기대여명(전체)[년]","년","1.46023",
"- 심장 질환","10","사망확률(남자)[%]","%","10.15222",
"- 심장 질환","10","증가기대여명(남자)[년]","년","1.49769",
"- 심장 질환","10","사망확률(여자)[%]","%","13.06989",
"- 심장 질환","10","증가기대여명(여자)[년]","년","1.36327",
"- 심장 질환","15","사망확률(전체)[%]","%","11.79654",
"- 심장 질환","15","증가기대여명(전체)[년]","년","1.4591",
"- 심장 질환","15","사망확률(남자)[%]","%","10.15493",
"- 심장 질환","15","증가기대여명(남자)[년]","년","1.49693",
"- 심장 질환","15","사망확률(여자)[%]","%","13.07151",
"- 심장 질환","15","증가기대여명(여자)[년]","년","1.36161",
"- 심장 질환","20","사망확률(전체)[%]","%","11.80641",
"- 심장 질환","20","증가기대여명(전체)[년]","년","1.45877",
"- 심장 질환","20","사망확률(남자)[%]","%","10.16654",
"- 심장 질환","20","증가기대여명(남자)[년]","년","1.49739",
"- 심장 질환","20","사망확률(여자)[%]","%","13.0784",
"- 심장 질환","20","증가기대여명(여자)[년]","년","1.36051",
"- 심장 질환","25","사망확률(전체)[%]","%","11.81995",
"- 심장 질환","25","증가기대여명(전체)[년]","년","1.45776",
"- 심장 질환","25","사망확률(남자)[%]","%","10.18083",
"- 심장 질환","25","증가기대여명(남자)[년]","년","1.49662",
"- 심장 질환","25","사망확률(여자)[%]","%","13.08918",
"- 심장 질환","25","증가기대여명(여자)[년]","년","1.35919",
"- 심장 질환","30","사망확률(전체)[%]","%","11.83556",
"- 심장 질환","30","증가기대여명(전체)[년]","년","1.45523",
"- 심장 질환","30","사망확률(남자)[%]","%","10.19608",
"- 심장 질환","30","증가기대여명(남자)[년]","년","1.4935",
"- 심장 질환","30","사망확률(여자)[%]","%","13.10235",
"- 심장 질환","30","증가기대여명(여자)[년]","년","1.35741",
"- 심장 질환","35","사망확률(전체)[%]","%","11.85521",
"- 심장 질환","35","증가기대여명(전체)[년]","년","1.45183",
"- 심장 질환","35","사망확률(남자)[%]","%","10.21002",
"- 심장 질환","35","증가기대여명(남자)[년]","년","1.48769",
"- 심장 질환","35","사망확률(여자)[%]","%","13.12478",
"- 심장 질환","35","증가기대여명(여자)[년]","년","1.35688",
"- 심장 질환","40","사망확률(전체)[%]","%","11.87646",
"- 심장 질환","40","증가기대여명(전체)[년]","년","1.44549",
"- 심장 질환","40","사망확률(남자)[%]","%","10.222",
"- 심장 질환","40","증가기대여명(남자)[년]","년","1.47803",
"- 심장 질환","40","사망확률(여자)[%]","%","13.15133",
"- 심장 질환","40","증가기대여명(여자)[년]","년","1.35462",
"- 심장 질환","45","사망확률(전체)[%]","%","11.90159",
"- 심장 질환","45","증가기대여명(전체)[년]","년","1.43425",
"- 심장 질환","45","사망확률(남자)[%]","%","10.22883",
"- 심장 질환","45","증가기대여명(남자)[년]","년","1.45961",
"- 심장 질환","45","사망확률(여자)[%]","%","13.18685",
"- 심장 질환","45","증가기대여명(여자)[년]","년","1.35224",
"- 심장 질환","50","사망확률(전체)[%]","%","11.93764",
"- 심장 질환","50","증가기대여명(전체)[년]","년","1.41903",
"- 심장 질환","50","사망확률(남자)[%]","%","10.23975",
"- 심장 질환","50","증가기대여명(남자)[년]","년","1.43485",
"- 심장 질환","50","사망확률(여자)[%]","%","13.23369",
"- 심장 질환","50","증가기대여명(여자)[년]","년","1.34904",
"- 심장 질환","55","사망확률(전체)[%]","%","11.99408",
"- 심장 질환","55","증가기대여명(전체)[년]","년","1.40079",
"- 심장 질환","55","사망확률(남자)[%]","%","10.26058",
"- 심장 질환","55","증가기대여명(남자)[년]","년","1.40434",
"- 심장 질환","55","사망확률(여자)[%]","%","13.30201",
"- 심장 질환","55","증가기대여명(여자)[년]","년","1.3467",
"- 심장 질환","60","사망확률(전체)[%]","%","12.06451",
"- 심장 질환","60","증가기대여명(전체)[년]","년","1.37722",
"- 심장 질환","60","사망확률(남자)[%]","%","10.27566",
"- 심장 질환","60","증가기대여명(남자)[년]","년","1.36516",
"- 심장 질환","60","사망확률(여자)[%]","%","13.39019",
"- 심장 질환","60","증가기대여명(여자)[년]","년","1.34293",
"- 심장 질환","65","사망확률(전체)[%]","%","12.1669",
"- 심장 질환","65","증가기대여명(전체)[년]","년","1.35126",
"- 심장 질환","65","사망확률(남자)[%]","%","10.32711",
"- 심장 질환","65","증가기대여명(남자)[년]","년","1.32743",
"- 심장 질환","65","사망확률(여자)[%]","%","13.48567",
"- 심장 질환","65","증가기대여명(여자)[년]","년","1.33177",
"- 심장 질환","70","사망확률(전체)[%]","%","12.32323",
"- 심장 질환","70","증가기대여명(전체)[년]","년","1.32408",
"- 심장 질환","70","사망확률(남자)[%]","%","10.45033",
"- 심장 질환","70","증가기대여명(남자)[년]","년","1.29596",
"- 심장 질환","70","사망확률(여자)[%]","%","13.59055",
"- 심장 질환","70","증가기대여명(여자)[년]","년","1.31043",
"- 심장 질환","75","사망확률(전체)[%]","%","12.50607",
"- 심장 질환","75","증가기대여명(전체)[년]","년","1.28167",
"- 심장 질환","75","사망확률(남자)[%]","%","10.57729",
"- 심장 질환","75","증가기대여명(남자)[년]","년","1.2535",
"- 심장 질환","75","사망확률(여자)[%]","%","13.69575",
"- 심장 질환","75","증가기대여명(여자)[년]","년","1.2696",
"- 심장 질환","80","사망확률(전체)[%]","%","12.78955",
"- 심장 질환","80","증가기대여명(전체)[년]","년","1.22108",
"- 심장 질환","80","사망확률(남자)[%]","%","10.77534",
"- 심장 질환","80","증가기대여명(남자)[년]","년","1.19753",
"- 심장 질환","80","사망확률(여자)[%]","%","13.85009",
"- 심장 질환","80","증가기대여명(여자)[년]","년","1.20605",
"- 심장 질환","85","사망확률(전체)[%]","%","13.14991",
"- 심장 질환","85","증가기대여명(전체)[년]","년","1.10069",
"- 심장 질환","85","사망확률(남자)[%]","%","11.17266",
"- 심장 질환","85","증가기대여명(남자)[년]","년","1.07101",
"- 심장 질환","85","사망확률(여자)[%]","%","13.97653",
"- 심장 질환","85","증가기대여명(여자)[년]","년","1.09049",
"- 심장 질환","90+","사망확률(전체)[%]","%","13.43279",
"- 심장 질환","90+","증가기대여명(전체)[년]","년",".71684",
"- 심장 질환","90+","사망확률(남자)[%]","%","11.72124",
"- 심장 질환","90+","증가기대여명(남자)[년]","년",".54468",
"- 심장 질환","90+","사망확률(여자)[%]","%","14.02925",
"- 심장 질환","90+","증가기대여명(여자)[년]","년",".79622",
"호흡계통의 질환","0","사망확률(전체)[%]","%","13.24828",
"호흡계통의 질환","0","증가기대여명(전체)[년]","년","1.44157",
"호흡계통의 질환","0","사망확률(남자)[%]","%","15.05992",
"호흡계통의 질환","0","증가기대여명(남자)[년]","년","1.76424",
"호흡계통의 질환","0","사망확률(여자)[%]","%","12.21783",
"호흡계통의 질환","0","증가기대여명(여자)[년]","년","1.15809",
"호흡계통의 질환","1","사망확률(전체)[%]","%","13.28214",
"호흡계통의 질환","1","증가기대여명(전체)[년]","년","1.44276",
"호흡계통의 질환","1","사망확률(남자)[%]","%","15.10262",
"호흡계통의 질환","1","증가기대여명(남자)[년]","년","1.76693",
"호흡계통의 질환","1","사망확률(여자)[%]","%","12.24559",
"호흡계통의 질환","1","증가기대여명(여자)[년]","년","1.15803",
"호흡계통의 질환","5","사망확률(전체)[%]","%","13.28634",
"호흡계통의 질환","5","증가기대여명(전체)[년]","년","1.44033",
"호흡계통의 질환","5","사망확률(남자)[%]","%","15.10983",
"호흡계통의 질환","5","증가기대여명(남자)[년]","년","1.76529",
"호흡계통의 질환","5","사망확률(여자)[%]","%","12.24712",
"호흡계통의 질환","5","증가기대여명(여자)[년]","년","1.15453",
"호흡계통의 질환","10","사망확률(전체)[%]","%","13.28981",
"호흡계통의 질환","10","증가기대여명(전체)[년]","년","1.43917",
"호흡계통의 질환","10","사망확률(남자)[%]","%","15.11475",
"호흡계통의 질환","10","증가기대여명(남자)[년]","년","1.76442",
"호흡계통의 질환","10","사망확률(여자)[%]","%","12.24937",
"호흡계통의 질환","10","증가기대여명(여자)[년]","년","1.1529",
"호흡계통의 질환","15","사망확률(전체)[%]","%","13.29327",
"호흡계통의 질환","15","증가기대여명(전체)[년]","년","1.43832",
"호흡계통의 질환","15","사망확률(남자)[%]","%","15.12125",
"호흡계통의 질환","15","증가기대여명(남자)[년]","년","1.76478",
"호흡계통의 질환","15","사망확률(여자)[%]","%","12.25019",
"호흡계통의 질환","15","증가기대여명(여자)[년]","년","1.15075",
"호흡계통의 질환","20","사망확률(전체)[%]","%","13.30616",
"호흡계통의 질환","20","증가기대여명(전체)[년]","년","1.43893",
"호흡계통의 질환","20","사망확률(남자)[%]","%","15.14048",
"호흡계통의 질환","20","증가기대여명(남자)[년]","년","1.76608",
"호흡계통의 질환","20","사망확률(여자)[%]","%","12.25857",
"호흡계통의 질환","20","증가기대여명(여자)[년]","년","1.15097",
"호흡계통의 질환","25","사망확률(전체)[%]","%","13.32579",
"호흡계통의 질환","25","증가기대여명(전체)[년]","년","1.44018",
"호흡계통의 질환","25","사망확률(남자)[%]","%","15.16876",
"호흡계통의 질환","25","증가기대여명(남자)[년]","년","1.76814",
"호흡계통의 질환","25","사망확률(여자)[%]","%","12.27217",
"호흡계통의 질환","25","증가기대여명(여자)[년]","년","1.15186",
"호흡계통의 질환","30","사망확률(전체)[%]","%","13.35054",
"호흡계통의 질환","30","증가기대여명(전체)[년]","년","1.44094",
"호흡계통의 질환","30","사망확률(남자)[%]","%","15.20842",
"호흡계통의 질환","30","증가기대여명(남자)[년]","년","1.7713",
"호흡계통의 질환","30","사망확률(여자)[%]","%","12.28583",
"호흡계통의 질환","30","증가기대여명(여자)[년]","년","1.15077",
"호흡계통의 질환","35","사망확률(전체)[%]","%","13.38461",
"호흡계통의 질환","35","증가기대여명(전체)[년]","년","1.4427",
"호흡계통의 질환","35","사망확률(남자)[%]","%","15.25819",
"호흡계통의 질환","35","증가기대여명(남자)[년]","년","1.77523",
"호흡계통의 질환","35","사망확률(여자)[%]","%","12.30848",
"호흡계통의 질환","35","증가기대여명(여자)[년]","년","1.15086",
"호흡계통의 질환","40","사망확률(전체)[%]","%","13.43047",
"호흡계통의 질환","40","증가기대여명(전체)[년]","년","1.44512",
"호흡계통의 질환","40","사망확률(남자)[%]","%","15.32512",
"호흡계통의 질환","40","증가기대여명(남자)[년]","년","1.78041",
"호흡계통의 질환","40","사망확률(여자)[%]","%","12.33936",
"호흡계통의 질환","40","증가기대여명(여자)[년]","년","1.15135",
"호흡계통의 질환","45","사망확률(전체)[%]","%","13.50202",
"호흡계통의 질환","45","증가기대여명(전체)[년]","년","1.44961",
"호흡계통의 질환","45","사망확률(남자)[%]","%","15.43575",
"호흡계통의 질환","45","증가기대여명(남자)[년]","년","1.78911",
"호흡계통의 질환","45","사망확률(여자)[%]","%","12.38317",
"호흡계통의 질환","45","증가기대여명(여자)[년]","년","1.15343",
"호흡계통의 질환","50","사망확률(전체)[%]","%","13.60854",
"호흡계통의 질환","50","증가기대여명(전체)[년]","년","1.45578",
"호흡계통의 질환","50","사망확률(남자)[%]","%","15.61001",
"호흡계통의 질환","50","증가기대여명(남자)[년]","년","1.80234",
"호흡계통의 질환","50","사망확률(여자)[%]","%","12.44196",
"호흡계통의 질환","50","증가기대여명(여자)[년]","년","1.15583",
"호흡계통의 질환","55","사망확률(전체)[%]","%","13.76254",
"호흡계통의 질환","55","증가기대여명(전체)[년]","년","1.46298",
"호흡계통의 질환","55","사망확률(남자)[%]","%","15.87086",
"호흡계통의 질환","55","증가기대여명(남자)[년]","년","1.81945",
"호흡계통의 질환","55","사망확률(여자)[%]","%","12.52405",
"호흡계통의 질환","55","증가기대여명(여자)[년]","년","1.15922",
"호흡계통의 질환","60","사망확률(전체)[%]","%","13.97877",
"호흡계통의 질환","60","증가기대여명(전체)[년]","년","1.47295",
"호흡계통의 질환","60","사망확률(남자)[%]","%","16.25447",
"호흡계통의 질환","60","증가기대여명(남자)[년]","년","1.84622",
"호흡계통의 질환","60","사망확률(여자)[%]","%","12.62949",
"호흡계통의 질환","60","증가기대여명(여자)[년]","년","1.16163",
"호흡계통의 질환","65","사망확률(전체)[%]","%","14.24533",
"호흡계통의 질환","65","증가기대여명(전체)[년]","년","1.47758",
"호흡계통의 질환","65","사망확률(남자)[%]","%","16.7493",
"호흡계통의 질환","65","증가기대여명(남자)[년]","년","1.87166",
"호흡계통의 질환","65","사망확률(여자)[%]","%","12.76036",
"호흡계통의 질환","65","증가기대여명(여자)[년]","년","1.16044",
"호흡계통의 질환","70","사망확률(전체)[%]","%","14.5958",
"호흡계통의 질환","70","증가기대여명(전체)[년]","년","1.4789",
"호흡계통의 질환","70","사망확률(남자)[%]","%","17.40706",
"호흡계통의 질환","70","증가기대여명(남자)[년]","년","1.89878",
"호흡계통의 질환","70","사망확률(여자)[%]","%","12.95755",
"호흡계통의 질환","70","증가기대여명(여자)[년]","년","1.15961",
"호흡계통의 질환","75","사망확률(전체)[%]","%","15.06774",
"호흡계통의 질환","75","증가기대여명(전체)[년]","년","1.47118",
"호흡계통의 질환","75","사망확률(남자)[%]","%","18.33283",
"호흡계통의 질환","75","증가기대여명(남자)[년]","년","1.92867",
"호흡계통의 질환","75","사망확률(여자)[%]","%","13.25592",
"호흡계통의 질환","75","증가기대여명(여자)[년]","년","1.1528",
"호흡계통의 질환","80","사망확률(전체)[%]","%","15.65064",
"호흡계통의 질환","80","증가기대여명(전체)[년]","년","1.43458",
"호흡계통의 질환","80","사망확률(남자)[%]","%","19.55799",
"호흡계통의 질환","80","증가기대여명(남자)[년]","년","1.9361",
"호흡계통의 질환","80","사망확률(여자)[%]","%","13.71356",
"호흡계통의 질환","80","증가기대여명(여자)[년]","년","1.13084",
"호흡계통의 질환","85","사망확률(전체)[%]","%","16.22057",
"호흡계통의 질환","85","증가기대여명(전체)[년]","년","1.3188",
"호흡계통의 질환","85","사망확률(남자)[%]","%","20.70634",
"호흡계통의 질환","85","증가기대여명(남자)[년]","년","1.79642",
"호흡계통의 질환","85","사망확률(여자)[%]","%","14.3793",
"호흡계통의 질환","85","증가기대여명(여자)[년]","년","1.07632",
"호흡계통의 질환","90+","사망확률(전체)[%]","%","16.49742",
"호흡계통의 질환","90+","증가기대여명(전체)[년]","년",".9127",
"호흡계통의 질환","90+","사망확률(남자)[%]","%","20.90476",
"호흡계통의 질환","90+","증가기대여명(남자)[년]","년","1.08423",
"호흡계통의 질환","90+","사망확률(여자)[%]","%","14.96152",
"호흡계통의 질환","90+","증가기대여명(여자)[년]","년",".85844",
"- 폐렴","0","사망확률(전체)[%]","%","7.78603",
"- 폐렴","0","증가기대여명(전체)[년]","년",".77638",
"- 폐렴","0","사망확률(남자)[%]","%","8.27647",
"- 폐렴","0","증가기대여명(남자)[년]","년",".88805",
"- 폐렴","0","사망확률(여자)[%]","%","7.65007",
"- 폐렴","0","증가기대여명(여자)[년]","년",".67266",
"- 폐렴","1","사망확률(전체)[%]","%","7.80574",
"- 폐렴","1","증가기대여명(전체)[년]","년",".77674",
"- 폐렴","1","사망확률(남자)[%]","%","8.29939",
"- 폐렴","1","증가기대여명(남자)[년]","년",".88885",
"- 폐렴","1","사망확률(여자)[%]","%","7.66765",
"- 폐렴","1","증가기대여명(여자)[년]","년",".67266",
"- 폐렴","5","사망확률(전체)[%]","%","7.80932",
"- 폐렴","5","증가기대여명(전체)[년]","년",".77619",
"- 폐렴","5","사망확률(남자)[%]","%","8.30349",
"- 폐렴","5","증가기대여명(남자)[년]","년",".88802",
"- 폐렴","5","사망확률(여자)[%]","%","7.67088",
"- 폐렴","5","증가기대여명(여자)[년]","년",".67238",
"- 폐렴","10","사망확률(전체)[%]","%","7.8121",
"- 폐렴","10","증가기대여명(전체)[년]","년",".77605",
"- 폐렴","10","사망확률(남자)[%]","%","8.3071",
"- 폐렴","10","증가기대여명(남자)[년]","년",".88818",
"- 폐렴","10","사망확률(여자)[%]","%","7.67277",
"- 폐렴","10","증가기대여명(여자)[년]","년",".67173",
"- 폐렴","15","사망확률(전체)[%]","%","7.81433",
"- 폐렴","15","증가기대여명(전체)[년]","년",".77567",
"- 폐렴","15","사망확률(남자)[%]","%","8.31106",
"- 폐렴","15","증가기대여명(남자)[년]","년",".8886",
"- 폐렴","15","사망확률(여자)[%]","%","7.67331",
"- 폐렴","15","증가기대여명(여자)[년]","년",".6704",
"- 폐렴","20","사망확률(전체)[%]","%","7.82216",
"- 폐렴","20","증가기대여명(전체)[년]","년",".77612",
"- 폐렴","20","사망확률(남자)[%]","%","8.32211",
"- 폐렴","20","증가기대여명(남자)[년]","년",".88951",
"- 폐렴","20","사망확률(여자)[%]","%","7.67854",
"- 폐렴","20","증가기대여명(여자)[년]","년",".6705",
"- 폐렴","25","사망확률(전체)[%]","%","7.83373",
"- 폐렴","25","증가기대여명(전체)[년]","년",".77677",
"- 폐렴","25","사망확률(남자)[%]","%","8.33759",
"- 폐렴","25","증가기대여명(남자)[년]","년",".89046",
"- 폐렴","25","사망확률(여자)[%]","%","7.68717",
"- 폐렴","25","증가기대여명(여자)[년]","년",".67106",
"- 폐렴","30","사망확률(전체)[%]","%","7.84845",
"- 폐렴","30","증가기대여명(전체)[년]","년",".77719",
"- 폐렴","30","사망확률(남자)[%]","%","8.35875",
"- 폐렴","30","증가기대여명(남자)[년]","년",".89165",
"- 폐렴","30","사망확률(여자)[%]","%","7.69684",
"- 폐렴","30","증가기대여명(여자)[년]","년",".67097",
"- 폐렴","35","사망확률(전체)[%]","%","7.86784",
"- 폐렴","35","증가기대여명(전체)[년]","년",".77771",
"- 폐렴","35","사망확률(남자)[%]","%","8.38473",
"- 폐렴","35","증가기대여명(남자)[년]","년",".89288",
"- 폐렴","35","사망확률(여자)[%]","%","7.7111",
"- 폐렴","35","증가기대여명(여자)[년]","년",".67096",
"- 폐렴","40","사망확률(전체)[%]","%","7.89548",
"- 폐렴","40","증가기대여명(전체)[년]","년",".7792",
"- 폐렴","40","사망확률(남자)[%]","%","8.42178",
"- 폐렴","40","증가기대여명(남자)[년]","년",".89548",
"- 폐렴","40","사망확률(여자)[%]","%","7.73142",
"- 폐렴","40","증가기대여명(여자)[년]","년",".67163",
"- 폐렴","45","사망확률(전체)[%]","%","7.93835",
"- 폐렴","45","증가기대여명(전체)[년]","년",".7818",
"- 폐렴","45","사망확률(남자)[%]","%","8.48304",
"- 폐렴","45","증가기대여명(남자)[년]","년",".89984",
"- 폐렴","45","사망확률(여자)[%]","%","7.75976",
"- 폐렴","45","증가기대여명(여자)[년]","년",".67316",
"- 폐렴","50","사망확률(전체)[%]","%","7.99888",
"- 폐렴","50","증가기대여명(전체)[년]","년",".7841",
"- 폐렴","50","사망확률(남자)[%]","%","8.57351",
"- 폐렴","50","증가기대여명(남자)[년]","년",".90438",
"- 폐렴","50","사망확률(여자)[%]","%","7.79697",
"- 폐렴","50","증가기대여명(여자)[년]","년",".67457",
"- 폐렴","55","사망확률(전체)[%]","%","8.08987",
"- 폐렴","55","증가기대여명(전체)[년]","년",".78759",
"- 폐렴","55","사망확률(남자)[%]","%","8.71489",
"- 폐렴","55","증가기대여명(남자)[년]","년",".91166",
"- 폐렴","55","사망확률(여자)[%]","%","7.84939",
"- 폐렴","55","증가기대여명(여자)[년]","년",".67669",
"- 폐렴","60","사망확률(전체)[%]","%","8.21888",
"- 폐렴","60","증가기대여명(전체)[년]","년",".79276",
"- 폐렴","60","사망확률(남자)[%]","%","8.92166",
"- 폐렴","60","증가기대여명(남자)[년]","년",".92314",
"- 폐렴","60","사망확률(여자)[%]","%","7.92038",
"- 폐렴","60","증가기대여명(여자)[년]","년",".67924",
"- 폐렴","65","사망확률(전체)[%]","%","8.39256",
"- 폐렴","65","증가기대여명(전체)[년]","년",".79794",
"- 폐렴","65","사망확률(남자)[%]","%","9.21112",
"- 폐렴","65","증가기대여명(남자)[년]","년",".93803",
"- 폐렴","65","사망확률(여자)[%]","%","8.01235",
"- 폐렴","65","증가기대여명(여자)[년]","년",".68054",
"- 폐렴","70","사망확률(전체)[%]","%","8.64299",
"- 폐렴","70","증가기대여명(전체)[년]","년",".80526",
"- 폐렴","70","사망확률(남자)[%]","%","9.62706",
"- 폐렴","70","증가기대여명(남자)[년]","년",".95899",
"- 폐렴","70","사망확률(여자)[%]","%","8.15794",
"- 폐렴","70","증가기대여명(여자)[년]","년",".68372",
"- 폐렴","75","사망확률(전체)[%]","%","8.99398",
"- 폐렴","75","증가기대여명(전체)[년]","년",".80968",
"- 폐렴","75","사망확률(남자)[%]","%","10.23355",
"- 폐렴","75","증가기대여명(남자)[년]","년",".98515",
"- 폐렴","75","사망확률(여자)[%]","%","8.37298",
"- 폐렴","75","증가기대여명(여자)[년]","년",".68307",
"- 폐렴","80","사망확률(전체)[%]","%","9.5129",
"- 폐렴","80","증가기대여명(전체)[년]","년",".80787",
"- 폐렴","80","사망확률(남자)[%]","%","11.1532",
"- 폐렴","80","증가기대여명(남자)[년]","년","1.0157",
"- 폐렴","80","사망확률(여자)[%]","%","8.73786",
"- 폐렴","80","증가기대여명(여자)[년]","년",".67821",
"- 폐렴","85","사망확률(전체)[%]","%","10.11908",
"- 폐렴","85","증가기대여명(전체)[년]","년",".76693",
"- 폐렴","85","사망확률(남자)[%]","%","12.21358",
"- 폐렴","85","증가기대여명(남자)[년]","년",".98466",
"- 폐렴","85","사망확률(여자)[%]","%","9.27092",
"- 폐렴","85","증가기대여명(여자)[년]","년",".65513",
"- 폐렴","90+","사망확률(전체)[%]","%","10.63024",
"- 폐렴","90+","증가기대여명(전체)[년]","년",".54949",
"- 폐렴","90+","사망확률(남자)[%]","%","12.97992",
"- 폐렴","90+","증가기대여명(남자)[년]","년",".6119",
"- 폐렴","90+","사망확률(여자)[%]","%","9.8114",
"- 폐렴","90+","증가기대여명(여자)[년]","년",".5308",
"- 만성 하기도 질환","0","사망확률(전체)[%]","%","3.09764",
"- 만성 하기도 질환","0","증가기대여명(전체)[년]","년",".31671",
"- 만성 하기도 질환","0","사망확률(남자)[%]","%","4.02452",
"- 만성 하기도 질환","0","증가기대여명(남자)[년]","년",".43228",
"- 만성 하기도 질환","0","사망확률(여자)[%]","%","2.47428",
"- 만성 하기도 질환","0","증가기대여명(여자)[년]","년",".21301",
"- 만성 하기도 질환","1","사망확률(전체)[%]","%","3.10636",
"- 만성 하기도 질환","1","증가기대여명(전체)[년]","년",".3176",
"- 만성 하기도 질환","1","사망확률(남자)[%]","%","4.03682",
"- 만성 하기도 질환","1","증가기대여명(남자)[년]","년",".4336",
"- 만성 하기도 질환","1","사망확률(여자)[%]","%","2.48061",
"- 만성 하기도 질환","1","증가기대여명(여자)[년]","년",".21356",
"- 만성 하기도 질환","5","사망확률(전체)[%]","%","3.1079",
"- 만성 하기도 질환","5","증가기대여명(전체)[년]","년",".31748",
"- 만성 하기도 질환","5","사망확률(남자)[%]","%","4.03927",
"- 만성 하기도 질환","5","증가기대여명(남자)[년]","년",".43355",
"- 만성 하기도 질환","5","사망확률(여자)[%]","%","2.48146",
"- 만성 하기도 질환","5","증가기대여명(여자)[년]","년",".21329",
"- 만성 하기도 질환","10","사망확률(전체)[%]","%","3.10926",
"- 만성 하기도 질환","10","증가기대여명(전체)[년]","년",".31762",
"- 만성 하기도 질환","10","사망확률(남자)[%]","%","4.04121",
"- 만성 하기도 질환","10","증가기대여명(남자)[년]","년",".43376",
"- 만성 하기도 질환","10","사망확률(여자)[%]","%","2.48244",
"- 만성 하기도 질환","10","증가기대여명(여자)[년]","년",".21338",
"- 만성 하기도 질환","15","사망확률(전체)[%]","%","3.11033",
"- 만성 하기도 질환","15","증가기대여명(전체)[년]","년",".31762",
"- 만성 하기도 질환","15","사망확률(남자)[%]","%","4.04274",
"- 만성 하기도 질환","15","증가기대여명(남자)[년]","년",".43371",
